TaskID,Task_Description,Keywords,Due_Days,Priority_Score
1340,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1341,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1342,Pay utility bills,"Bills, Utilities, Household",1,3
1343,Water the plants,"Gardening, Plants, Household",4,2
1344,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1345,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1346,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1347,Consult a dietitian,"Dietitian, Health, Advice",1,4
1348,Track daily water intake,"Hydration, Health, Tracking",4,2
1349,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1350,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1351,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1352,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1353,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1354,Write in a journal,"Journaling, Writing, Personal",4,3
1355,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1356,Call a family member,"Family, Personal, Communication",3,2
1357,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1358,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1359,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1360,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1361,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1362,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1363,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1364,Draft an email to the client,"Email, Client, Work",1,5
1365,Prepare a weekly progress report,"Progress Report, Work",2,7
1366,Attend the project status meeting,"Meeting, Project, Work",3,6
1367,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1368,Update the task management system,"Task Management, Updates, Work",4,5
1369,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1370,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1371,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1372,Pay utility bills,"Bills, Utilities, Household",1,3
1373,Water the plants,"Gardening, Plants, Household",4,2
1374,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1375,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1376,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1377,Consult a dietitian,"Dietitian, Health, Advice",1,4
1378,Track daily water intake,"Hydration, Health, Tracking",4,2
1379,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1380,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1381,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1382,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1383,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1384,Write in a journal,"Journaling, Writing, Personal",4,3
1385,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1386,Call a family member,"Family, Personal, Communication",3,2
1387,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1388,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1389,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1390,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1391,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1392,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1393,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1394,Draft an email to the client,"Email, Client, Work",1,5
1395,Prepare a weekly progress report,"Progress Report, Work",2,7
1396,Attend the project status meeting,"Meeting, Project, Work",3,6
1397,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1398,Update the task management system,"Task Management, Updates, Work",4,5
1399,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1400,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1401,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1402,Pay utility bills,"Bills, Utilities, Household",1,3
1403,Water the plants,"Gardening, Plants, Household",4,2
1404,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1405,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1406,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1407,Consult a dietitian,"Dietitian, Health, Advice",1,4
1408,Track daily water intake,"Hydration, Health, Tracking",4,2
1409,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1410,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1411,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1412,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1413,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1414,Write in a journal,"Journaling, Writing, Personal",4,3
1415,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1416,Call a family member,"Family, Personal, Communication",3,2
1417,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1418,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1419,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1420,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1421,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1422,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1423,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1424,Draft an email to the client,"Email, Client, Work",1,5
1425,Prepare a weekly progress report,"Progress Report, Work",2,7
1426,Attend the project status meeting,"Meeting, Project, Work",3,6
1427,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1428,Update the task management system,"Task Management, Updates, Work",4,5
1429,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1430,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1431,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1432,Pay utility bills,"Bills, Utilities, Household",1,3
1433,Water the plants,"Gardening, Plants, Household",4,2
1434,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1435,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1436,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1437,Consult a dietitian,"Dietitian, Health, Advice",1,4
1438,Track daily water intake,"Hydration, Health, Tracking",4,2
1439,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1440,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1441,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1442,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1443,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1444,Write in a journal,"Journaling, Writing, Personal",4,3
1445,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1446,Call a family member,"Family, Personal, Communication",3,2
1447,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1448,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1449,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1450,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1451,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1452,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1453,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1454,Draft an email to the client,"Email, Client, Work",1,5
1455,Prepare a weekly progress report,"Progress Report, Work",2,7
1456,Attend the project status meeting,"Meeting, Project, Work",3,6
1457,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1458,Update the task management system,"Task Management, Updates, Work",4,5
1459,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1460,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1461,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1462,Pay utility bills,"Bills, Utilities, Household",1,3
1463,Water the plants,"Gardening, Plants, Household",4,2
1464,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1465,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1466,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1467,Consult a dietitian,"Dietitian, Health, Advice",1,4
1468,Track daily water intake,"Hydration, Health, Tracking",4,2
1469,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1470,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1471,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1472,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1473,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1474,Write in a journal,"Journaling, Writing, Personal",4,3
1475,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1476,Call a family member,"Family, Personal, Communication",3,2
1477,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1478,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
1479,Read about machine learning algorithms,"Machine Learning, Algorithms, Study",2,7
1480,Solve mathematics practice problems,"Mathematics, Practice, Study",1,6
1481,Watch a video lecture on AI,"AI, Video Lecture, Study",3,8
1482,Prepare notes on SQL joins,"SQL, Notes, Study",2,5
1483,Revise JavaScript concepts for the quiz,"JavaScript, Revision, Study",1,6
1484,Draft an email to the client,"Email, Client, Work",1,5
1485,Prepare a weekly progress report,"Progress Report, Work",2,7
1486,Attend the project status meeting,"Meeting, Project, Work",3,6
1487,Design UI mockups for the dashboard,"UI Design, Mockups, Work",2,8
1488,Update the task management system,"Task Management, Updates, Work",4,5
1489,Organize the wardrobe,"Organizing, Wardrobe, Household",3,4
1490,Fix the leaking faucet,"Fixing, Plumbing, Household",2,6
1491,Dust and vacuum the living room,"Cleaning, Vacuuming, Household",2,5
1492,Pay utility bills,"Bills, Utilities, Household",1,3
1493,Water the plants,"Gardening, Plants, Household",4,2
1494,Book a routine health checkup,"Health, Checkup, Appointment",1,4
1495,Prepare a healthy meal plan for the week,"Meal Plan, Healthy Eating, Health",2,6
1496,Meditate for 15 minutes,"Meditation, Relaxation, Health",3,2
1497,Consult a dietitian,"Dietitian, Health, Advice",1,4
1498,Track daily water intake,"Hydration, Health, Tracking",4,2
1499,Do 20 minutes of HIIT workout,"HIIT, Workout, Exercises",2,6
1500,Practice stretching exercises,"Stretching, Flexibility, Exercises",3,3
1501,Join a Zumba class,"Zumba, Dance, Exercises",2,6
1502,Perform weight training for arms,"Weight Training, Strength, Exercises",3,5
1503,Go for a 10km cycling session,"Cycling, Endurance, Exercises",1,7
1504,Write in a journal,"Journaling, Writing, Personal",4,3
1505,Plan the budget for next month,"Budgeting, Planning, Personal",2,5
1506,Call a family member,"Family, Personal, Communication",3,2
1507,Organize digital photo albums,"Photos, Organizing, Personal",5,4
1508,Set personal goals for the year,"Goal Setting, Planning, Personal",1,6
